region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,isFinished,SIMPLE_NAME, line no: 267, 2.0, 0.22929936305732485, 1.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,getFilteredBaseCounts,SIMPLE_NAME, line no: 686, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,downsampler,SIMPLE_NAME, line no: 948, 0.22012578616352202, 0.2138364779874214, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,submit,SIMPLE_NAME, line no: 949, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,(headerStop < 0) ? readEnd - readStart + 1 : readEnd - headerStop,CONDITIONAL_EXPRESSION, line no: 1196, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,(headerStop < 0),PARENTHESIZED_EXPRESSION, line no: 1196, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,variantSite[i],ARRAY_ACCESS, line no: 232, 0.22012578616352202, 0.2138364779874214, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,!variantSite[i] && foundStart,INFIX_EXPRESSION, line no: 236, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,!variantSite[i],PREFIX_EXPRESSION, line no: 236, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,findNextVariantRegion(index to variantSite closeLastRegion),METHOD_INVOCATION, line no: 262, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,result == null,INFIX_EXPRESSION, line no: 263, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,regions.add(result),METHOD_INVOCATION, line no: 266, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,result.isFinished(),METHOD_INVOCATION, line no: 267, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,index=result.getStop() - windowHeaderStart + 1,ASSIGNMENT, line no: 270, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,readStartHeaderIndex - contextSize - 1,INFIX_EXPRESSION, line no: 293, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,!forceClose,PREFIX_EXPRESSION, line no: 295, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,getConsensusBaseCounts,SIMPLE_NAME, line no: 559, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,new ReviewedStingException(String.format("next start is <= current start: (%d <= %d)" endOfFiltered start)),CLASS_INSTANCE_CREATION, line no: 591, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,getFilteredBaseCounts,SIMPLE_NAME, line no: 686, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,downsampler,SIMPLE_NAME, line no: 948, 0.22012578616352202, 0.2138364779874214, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,submit,SIMPLE_NAME, line no: 949, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,(headerStop < 0) ? readEnd - readStart + 1 : readEnd - headerStop,CONDITIONAL_EXPRESSION, line no: 1196, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,(headerStop < 0),PARENTHESIZED_EXPRESSION, line no: 1196, 0.22012578616352202, 0.22012578616352202, 0.0
markedSites,SIMPLE_NAME, line no: 881,variantSite[i],ARRAY_ACCESS, line no: 232, 0.21875, 0.2125, 0.0
markedSites,SIMPLE_NAME, line no: 881,!variantSite[i] && foundStart,INFIX_EXPRESSION, line no: 236, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,!variantSite[i],PREFIX_EXPRESSION, line no: 236, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,findNextVariantRegion(index to variantSite closeLastRegion),METHOD_INVOCATION, line no: 262, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,result == null,INFIX_EXPRESSION, line no: 263, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,regions.add(result),METHOD_INVOCATION, line no: 266, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,result.isFinished(),METHOD_INVOCATION, line no: 267, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,index=result.getStop() - windowHeaderStart + 1,ASSIGNMENT, line no: 270, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,readStartHeaderIndex - contextSize - 1,INFIX_EXPRESSION, line no: 293, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,findVariantRegions(0 breakpoint markedSites.getVariantSiteBitSet() !forceClose),METHOD_INVOCATION, line no: 295, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,!forceClose,PREFIX_EXPRESSION, line no: 295, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,getConsensusBaseCounts,SIMPLE_NAME, line no: 559, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,new ReviewedStingException(String.format("next start is <= current start: (%d <= %d)" endOfFiltered start)),CLASS_INSTANCE_CREATION, line no: 591, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,getFilteredBaseCounts,SIMPLE_NAME, line no: 686, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,nReads,SIMPLE_NAME, line no: 941, 0.21875, 0.2125, 0.0
markedSites,SIMPLE_NAME, line no: 881,downsampler,SIMPLE_NAME, line no: 948, 0.21875, 0.2125, 0.0
markedSites,SIMPLE_NAME, line no: 881,submit,SIMPLE_NAME, line no: 949, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,(headerStop < 0) ? readEnd - readStart + 1 : readEnd - headerStop,CONDITIONAL_EXPRESSION, line no: 1196, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,(headerStop < 0),PARENTHESIZED_EXPRESSION, line no: 1196, 0.21875, 0.21875, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,variantSite[i],ARRAY_ACCESS, line no: 232, 0.21875, 0.2125, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,!variantSite[i] && foundStart,INFIX_EXPRESSION, line no: 236, 0.21875, 0.21875, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,!variantSite[i],PREFIX_EXPRESSION, line no: 236, 0.21875, 0.21875, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,findNextVariantRegion(index to variantSite closeLastRegion),METHOD_INVOCATION, line no: 262, 0.21875, 0.21875, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,result == null,INFIX_EXPRESSION, line no: 263, 0.21875, 0.21875, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,regions.add(result),METHOD_INVOCATION, line no: 266, 0.21875, 0.21875, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,result.isFinished(),METHOD_INVOCATION, line no: 267, 0.21875, 0.21875, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,findVariantRegions(0 breakpoint markedSites.getVariantSiteBitSet() !forceClose),METHOD_INVOCATION, line no: 295, 0.21875, 0.21875, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,!forceClose,PREFIX_EXPRESSION, line no: 295, 0.21875, 0.21875, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,getConsensusBaseCounts,SIMPLE_NAME, line no: 559, 0.21875, 0.21875, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,new ReviewedStingException(String.format("next start is <= current start: (%d <= %d)" endOfFiltered start)),CLASS_INSTANCE_CREATION, line no: 591, 0.21875, 0.21875, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,getFilteredBaseCounts,SIMPLE_NAME, line no: 686, 0.21875, 0.21875, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,downsampler,SIMPLE_NAME, line no: 948, 0.21875, 0.2125, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,submit,SIMPLE_NAME, line no: 949, 0.21875, 0.21875, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,(headerStop < 0),PARENTHESIZED_EXPRESSION, line no: 1196, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,variantSite[i],ARRAY_ACCESS, line no: 232, 0.21875, 0.2125, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,!variantSite[i] && foundStart,INFIX_EXPRESSION, line no: 236, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,!variantSite[i],PREFIX_EXPRESSION, line no: 236, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,findNextVariantRegion(index to variantSite closeLastRegion),METHOD_INVOCATION, line no: 262, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,result == null,INFIX_EXPRESSION, line no: 263, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,regions.add(result),METHOD_INVOCATION, line no: 266, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,result.isFinished(),METHOD_INVOCATION, line no: 267, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,index=result.getStop() - windowHeaderStart + 1,ASSIGNMENT, line no: 270, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,readStartHeaderIndex - contextSize - 1,INFIX_EXPRESSION, line no: 293, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,!forceClose,PREFIX_EXPRESSION, line no: 295, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,getConsensusBaseCounts,SIMPLE_NAME, line no: 559, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,new ReviewedStingException(String.format("next start is <= current start: (%d <= %d)" endOfFiltered start)),CLASS_INSTANCE_CREATION, line no: 591, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,getFilteredBaseCounts,SIMPLE_NAME, line no: 686, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,nReads,SIMPLE_NAME, line no: 941, 0.21875, 0.2125, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,downsampler,SIMPLE_NAME, line no: 948, 0.21875, 0.2125, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,submit,SIMPLE_NAME, line no: 949, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,(headerStop < 0) ? readEnd - readStart + 1 : readEnd - headerStop,CONDITIONAL_EXPRESSION, line no: 1196, 0.21875, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,(headerStop < 0),PARENTHESIZED_EXPRESSION, line no: 1196, 0.21875, 0.21875, 0.0
length,SIMPLE_NAME, line no: 881,variantSite[i],ARRAY_ACCESS, line no: 232, 0.21875, 0.2125, 0.0
length,SIMPLE_NAME, line no: 881,!variantSite[i] && foundStart,INFIX_EXPRESSION, line no: 236, 0.21875, 0.21875, 0.0
length,SIMPLE_NAME, line no: 881,!variantSite[i],PREFIX_EXPRESSION, line no: 236, 0.21875, 0.21875, 0.0
length,SIMPLE_NAME, line no: 881,findNextVariantRegion(index to variantSite closeLastRegion),METHOD_INVOCATION, line no: 262, 0.21875, 0.21875, 0.0
length,SIMPLE_NAME, line no: 881,result == null,INFIX_EXPRESSION, line no: 263, 0.21875, 0.21875, 0.0
length,SIMPLE_NAME, line no: 881,regions.add(result),METHOD_INVOCATION, line no: 266, 0.21875, 0.21875, 0.0
length,SIMPLE_NAME, line no: 881,result.isFinished(),METHOD_INVOCATION, line no: 267, 0.21875, 0.21875, 0.0
length,SIMPLE_NAME, line no: 881,findVariantRegions(0 breakpoint markedSites.getVariantSiteBitSet() !forceClose),METHOD_INVOCATION, line no: 295, 0.21875, 0.21875, 0.0
length,SIMPLE_NAME, line no: 881,!forceClose,PREFIX_EXPRESSION, line no: 295, 0.21875, 0.21875, 0.0
length,SIMPLE_NAME, line no: 881,getConsensusBaseCounts,SIMPLE_NAME, line no: 559, 0.21875, 0.21875, 0.0
length,SIMPLE_NAME, line no: 881,new ReviewedStingException(String.format("next start is <= current start: (%d <= %d)" endOfFiltered start)),CLASS_INSTANCE_CREATION, line no: 591, 0.21875, 0.21875, 0.0
length,SIMPLE_NAME, line no: 881,getFilteredBaseCounts,SIMPLE_NAME, line no: 686, 0.21875, 0.21875, 0.0
length,SIMPLE_NAME, line no: 881,downsampler,SIMPLE_NAME, line no: 948, 0.21875, 0.2125, 0.0
length,SIMPLE_NAME, line no: 881,submit,SIMPLE_NAME, line no: 949, 0.21875, 0.21875, 0.0
length,SIMPLE_NAME, line no: 881,(headerStop < 0),PARENTHESIZED_EXPRESSION, line no: 1196, 0.21875, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,variantSite[i],ARRAY_ACCESS, line no: 232, 0.21739130434782608, 0.2111801242236025, 0.0
markedSites,SIMPLE_NAME, line no: 881,!variantSite[i] && foundStart,INFIX_EXPRESSION, line no: 236, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,!variantSite[i],PREFIX_EXPRESSION, line no: 236, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,findNextVariantRegion(index to variantSite closeLastRegion),METHOD_INVOCATION, line no: 262, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,result == null,INFIX_EXPRESSION, line no: 263, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,regions.add(result),METHOD_INVOCATION, line no: 266, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,result.isFinished(),METHOD_INVOCATION, line no: 267, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,index=result.getStop() - windowHeaderStart + 1,ASSIGNMENT, line no: 270, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,readStartHeaderIndex - contextSize - 1,INFIX_EXPRESSION, line no: 293, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,findVariantRegions(0 breakpoint markedSites.getVariantSiteBitSet() !forceClose),METHOD_INVOCATION, line no: 295, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,!forceClose,PREFIX_EXPRESSION, line no: 295, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,getConsensusBaseCounts,SIMPLE_NAME, line no: 559, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,new ReviewedStingException(String.format("next start is <= current start: (%d <= %d)" endOfFiltered start)),CLASS_INSTANCE_CREATION, line no: 591, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,getFilteredBaseCounts,SIMPLE_NAME, line no: 686, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,nReads,SIMPLE_NAME, line no: 941, 0.21739130434782608, 0.2111801242236025, 0.0
markedSites,SIMPLE_NAME, line no: 881,downsampler,SIMPLE_NAME, line no: 948, 0.21739130434782608, 0.2111801242236025, 0.0
markedSites,SIMPLE_NAME, line no: 881,submit,SIMPLE_NAME, line no: 949, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,(headerStop < 0) ? readEnd - readStart + 1 : readEnd - headerStop,CONDITIONAL_EXPRESSION, line no: 1196, 0.21739130434782608, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,(headerStop < 0),PARENTHESIZED_EXPRESSION, line no: 1196, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,variantSite[i],ARRAY_ACCESS, line no: 232, 0.21739130434782608, 0.2111801242236025, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,!variantSite[i] && foundStart,INFIX_EXPRESSION, line no: 236, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,!variantSite[i],PREFIX_EXPRESSION, line no: 236, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,findNextVariantRegion(index to variantSite closeLastRegion),METHOD_INVOCATION, line no: 262, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,result == null,INFIX_EXPRESSION, line no: 263, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,regions.add(result),METHOD_INVOCATION, line no: 266, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,result.isFinished(),METHOD_INVOCATION, line no: 267, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,index=result.getStop() - windowHeaderStart + 1,ASSIGNMENT, line no: 270, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,readStartHeaderIndex - contextSize - 1,INFIX_EXPRESSION, line no: 293, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,findVariantRegions(0 breakpoint markedSites.getVariantSiteBitSet() !forceClose),METHOD_INVOCATION, line no: 295, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,!forceClose,PREFIX_EXPRESSION, line no: 295, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,getConsensusBaseCounts,SIMPLE_NAME, line no: 559, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,new ReviewedStingException(String.format("next start is <= current start: (%d <= %d)" endOfFiltered start)),CLASS_INSTANCE_CREATION, line no: 591, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,getFilteredBaseCounts,SIMPLE_NAME, line no: 686, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,nReads,SIMPLE_NAME, line no: 941, 0.21739130434782608, 0.2111801242236025, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,downsampler,SIMPLE_NAME, line no: 948, 0.21739130434782608, 0.2111801242236025, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,submit,SIMPLE_NAME, line no: 949, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,(headerStop < 0) ? readEnd - readStart + 1 : readEnd - headerStop,CONDITIONAL_EXPRESSION, line no: 1196, 0.21739130434782608, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,(headerStop < 0),PARENTHESIZED_EXPRESSION, line no: 1196, 0.21739130434782608, 0.21739130434782608, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,ReservoirDownsampler,SIMPLE_NAME, line no: 57, 0.21656050955414013, 0.012738853503184714, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,variantSite[i] && !foundStart,INFIX_EXPRESSION, line no: 232, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,!foundStart,PREFIX_EXPRESSION, line no: 232, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,!result.isFinished(),PREFIX_EXPRESSION, line no: 267, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,markSites(incomingReadUnclippedStart),METHOD_INVOCATION, line no: 291, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,incomingReadUnclippedStart - windowHeaderStartLocation,INFIX_EXPRESSION, line no: 292, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,Math.max(readStartHeaderIndex - contextSize - 1 0),METHOD_INVOCATION, line no: 293, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,genericAddBaseToConsensus,SIMPLE_NAME, line no: 559, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,headerElement.getConsensusBaseCounts(),METHOD_INVOCATION, line no: 559, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,headerElement.getFilteredBaseCounts(),METHOD_INVOCATION, line no: 686, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,allReads.size(),METHOD_INVOCATION, line no: 941, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,nReads == 0,INFIX_EXPRESSION, line no: 942, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,downsampleCoverage >= nReads,INFIX_EXPRESSION, line no: 945, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,downsampler.submit(allReads),METHOD_INVOCATION, line no: 949, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,consumeFinalizedItems,SIMPLE_NAME, line no: 950, 0.21656050955414013, 0.21656050955414013, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,ReservoirDownsampler,SIMPLE_NAME, line no: 57, 0.21518987341772153, 0.012658227848101266, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,variantSite[i] && !foundStart,INFIX_EXPRESSION, line no: 232, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,!foundStart,PREFIX_EXPRESSION, line no: 232, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,!result.isFinished(),PREFIX_EXPRESSION, line no: 267, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,markSites(incomingReadUnclippedStart),METHOD_INVOCATION, line no: 291, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,incomingReadUnclippedStart - windowHeaderStartLocation,INFIX_EXPRESSION, line no: 292, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,Math.max(readStartHeaderIndex - contextSize - 1 0),METHOD_INVOCATION, line no: 293, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,regions=findVariantRegions(0 breakpoint markedSites.getVariantSiteBitSet() !forceClose),ASSIGNMENT, line no: 295, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,genericAddBaseToConsensus,SIMPLE_NAME, line no: 559, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,headerElement.getConsensusBaseCounts(),METHOD_INVOCATION, line no: 559, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,headerElement.getFilteredBaseCounts(),METHOD_INVOCATION, line no: 686, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,allReads.size(),METHOD_INVOCATION, line no: 941, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,nReads == 0,INFIX_EXPRESSION, line no: 942, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,downsampleCoverage >= nReads,INFIX_EXPRESSION, line no: 945, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,downsampler.submit(allReads),METHOD_INVOCATION, line no: 949, 0.21518987341772153, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,consumeFinalizedItems,SIMPLE_NAME, line no: 950, 0.21518987341772153, 0.21518987341772153, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,ReservoirDownsampler,SIMPLE_NAME, line no: 57, 0.21518987341772153, 0.012658227848101266, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,variantSite[i] && !foundStart,INFIX_EXPRESSION, line no: 232, 0.21518987341772153, 0.21518987341772153, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,!foundStart,PREFIX_EXPRESSION, line no: 232, 0.21518987341772153, 0.21518987341772153, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,!result.isFinished(),PREFIX_EXPRESSION, line no: 267, 0.21518987341772153, 0.21518987341772153, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,markSites(incomingReadUnclippedStart),METHOD_INVOCATION, line no: 291, 0.21518987341772153, 0.21518987341772153, 0.0
